gene,ss&rd_RNA,IVT_neg,type,length
MTX75_00235,4.131279441995265,1.6074342242484134,mRNA,1179
MTX75_00240,1.168893319441425,0.6822048057555361,mRNA,1389
MTX75_00245,53.24055880167003,64.426485978924,mRNA,1662
MTX75_00250,4.11383316056792,6.402584291854323,mRNA,1776
MTX75_00265,18.83915720226322,7.996476583919323,mRNA,474
MTX75_00270,70.83471502758172,26.17302505245157,mRNA,1593
spa,65.39971081180752,343.8750889286548,mRNA,1353
sarS,312.6440358593628,186.24462991869467,mRNA,753
sirC,60.13306743348664,6.639717043404483,mRNA,999
sirB,17.116189374893036,21.881924627984052,mRNA,996
sirA,18.802938004126485,44.850328634580734,mRNA,993
sbnC,0.4625620571806665,0.0,mRNA,1755
sbnD,0.6458205332952026,0.0,mRNA,1257
sbnG,1.0447830249061385,3.6586195953453275,mRNA,777
sbnH,0.6748099836675558,2.363048566569675,mRNA,1203
sbnI,2.122343556475999,7.432019413289723,mRNA,765
MTX75_00345,3.8841933509668407,3.022591627414481,mRNA,627
MTX75_00350,155.67267071101466,57.318373660410124,mRNA,777
MTX75_00360,3.310077106430458,10.62528769331176,mRNA,981
MTX75_00365,0.0,1.3673628790684558,mRNA,693
MTX75_00370,2.086880232267531,0.8119815554365379,mRNA,1167
MTX75_00375,0.0,0.0,mRNA,1239
MTX75_00380,23.259016648801435,9.270548324753427,mRNA,1431
MTX75_00385,70.35568889717938,112.1305928980087,mRNA,600
MTX75_00395,4172.458969336444,6082.868147215919,mRNA,93
MTX75_00400,24.69750983875344,7.520495834876505,mRNA,756
deoD,5.73302549683665,69.59645298038258,mRNA,708
tet(38),9.59995755035707,42.021395795762295,mRNA,1353
deoC,55.09930387004997,120.05569821468013,mRNA,663
deoB,72.98593680858302,94.83861923065639,mRNA,1179
phnC,0.0,0.0,mRNA,774
MTX75_00440,0.8482721111306893,1.9803186524439704,mRNA,957
MTX75_00445,0.5254345698071649,0.6133219904171131,mRNA,1545
MTX75_00450,10.570265759792575,9.2537351093207,mRNA,1536
MTX75_00455,19.026478367626634,13.572144827003694,mRNA,768
MTX75_00460,28.30242587111807,25.784557148148018,mRNA,1176
adhE,5.5985959334625495,7.261168392294557,mRNA,2610
cap8D,0.4450638214649504,1.0390158719237275,mRNA,1824
cap8E,0.78891779431688,1.8417540820105727,mRNA,1029
MTX75_00520,0.6731313518673877,1.5714468908697177,mRNA,1206
cap8L,2.692525407469551,1.5714468908697177,mRNA,1206
capN,1.8283702935857427,3.2012921459271615,mRNA,888
cap8O,8.99853503161439,8.252895666776592,mRNA,1263
cap8P,12.042355127386724,5.788025590192912,mRNA,1146
isdI,19.860462638582742,11.591222938158284,mRNA,327
MTX75_00555,10.570265759792575,4.935325391637707,mRNA,384
MTX75_00560,3.273372622387378,8.278610334360025,mRNA,1488
MTX75_00565,17.758046476451526,12.83184601825804,mRNA,960
MTX75_00570,15.917576673569995,153.28540039910055,mRNA,204
MTX75_00575,169.3220582995545,12.929975295050834,mRNA,513
MTX75_00580,3.286625143125788,3.836366296333764,mRNA,741
MTX75_00585,1.6703629842635177,8.773911807355924,mRNA,972
MTX75_00590,3.1960488596538172,11.191918998359524,mRNA,762
MTX75_00595,11.799366429535896,15.6094012386681,mRNA,1032
MTX75_00600,164.61427209916968,739.6407653601044,mRNA,360
MTX75_00605,3.9561228574662257,3.6942786557288096,mRNA,1026
MTX75_00610,3.893507963319278,8.332060133604186,mRNA,1251
MTX75_00615,3.9594306524975527,6.338344315681871,mRNA,7176
MTX75_00620,8.810193600720135,42.604483380835276,mRNA,645
MTX75_00625,693.4094338423928,94.75824751944398,mRNA,480
argJ,1.9608608945702166,3.814744264067792,mRNA,1242
rocD,0.6850602619004806,0.7996476583919323,mRNA,1185
brnQ,23.45189629905979,21.057388337654213,mRNA,1350
MTX75_00655,34.915974638798694,39.05805901339089,mRNA,558
MTX75_00660,7.420442507788571,10.971399773732086,mRNA,1641
ptsG,196.79912978231994,53.26098956371484,mRNA,2046
MTX75_00675,3.074986402848749,6.281323225720717,mRNA,1056
MTX75_00685,0.5579356772179173,4.558816031863285,mRNA,1455
MTX75_00690,16.68074815791924,38.941745555935874,mRNA,876
MTX75_00695,8.636132025022016,6.720443086485388,mRNA,282
MTX75_00700,12.511557578902867,13.585411830744656,mRNA,2790
MTX75_00705,4.058982051760348,1.5793041253240663,mRNA,600
MTX75_00720,2.0656397209976327,5.626019784869447,mRNA,1179
MTX75_00725,241.344878753318,29.878726695320168,mRNA,222
MTX75_00730,1.4167476620454966,1.10248106479865,mRNA,1719
MTX75_00735,1.8283702935857427,4.268389527902881,mRNA,444
MTX75_00740,3.3684498354857664,3.9318774904333607,mRNA,723
MTX75_00745,12.299945611394996,19.143080306958378,mRNA,198
MTX75_00755,3.0576135983128796,2.3793659138592336,mRNA,1593
MTX75_00760,1.6466458627831029,1.2813826574637455,mRNA,1479
MTX75_00765,0.6974195965223966,1.6281485828083158,mRNA,1164
ggt,3.2358601309499537,1.4164162558960236,mRNA,2007
MTX75_00780,8.390660572114415,12.242667638171055,mRNA,774
MTX75_00790,15.422729730350198,3.2731691716560958,mRNA,579
ugpC,0.7393409930346718,0.0,mRNA,1098
MTX75_00800,0.6382047251195517,4.469728656577545,mRNA,1272
MTX75_00815,2.2612713380280494,6.158846171180202,mRNA,1077
MTX75_00825,8.377671933457892,11.734767494667985,mRNA,969
MTX75_00830,67.23970267562598,9.571540153479189,mRNA,495
uhpT,18.82426458787408,27.46615870128811,mRNA,1380
MTX75_00840,6.417362927684344,7.4907705548967565,mRNA,759
MTX75_00845,1.564154933240982,2.4343801546421058,mRNA,1557
MTX75_00850,5.026603160074735,3.9115891648893277,mRNA,969
pflB,65.30451123276649,47.16854987634544,mRNA,2250
pflA,177.177787973666,78.96520626620331,mRNA,756
MTX75_00865,7.363232746957548,1.6115348217592511,mRNA,1764
MTX75_00870,197.65477817267782,32.95939044154573,mRNA,345
coa,1.642481356301608,7.668851594896832,mRNA,1977
MTX75_00880,15.03326685837166,35.0956472294237,mRNA,108
MTX75_00885,2.055180785701442,3.198590633567729,mRNA,1185
MTX75_00890,0.7177687094182755,0.8378271221878334,mRNA,2262
MTX75_00900,0.5390414411368324,2.5168193232256035,mRNA,1506
MTX75_00905,0.5144463943929465,3.0024793257111524,mRNA,1578
MTX75_00910,22.017225477615185,19.067713849056968,mRNA,1143
MTX75_00915,16.499927039676212,5.777941921917316,mRNA,1476
MTX75_00925,51.320462723406706,59.90463923643011,mRNA,174
MTX75_00930,9.208859803295729,18.190937569177724,mRNA,1146
MTX75_00940,5800.855481519978,10101.586763865253,mRNA,954
ptsG1,6.897616558546997,1.8580048533224307,mRNA,1530
MTX75_00950,4.336519286068747,9.11136995379269,mRNA,936
MTX75_00975,0.6442828653587854,0.7520495834876506,mRNA,1260
MTX75_00980,0.7687466007121873,2.691995668166022,mRNA,1056
MTX75_00985,5.52242456021816,19.338417861111015,mRNA,147
MTX75_00990,3.8879138426823254,2.722938147110459,mRNA,1044
MTX75_00995,21.512038768046477,174.45033016131944,mRNA,717
MTX75_01000,19.780614287331133,99.74552370467786,mRNA,1026
MTX75_01005,21.073181153682043,55.90457080793155,mRNA,1695
MTX75_01010,9.019960115022995,24.29698654344717,mRNA,1170
MTX75_01015,27.173101601742914,100.44109918378999,mRNA,717
MTX75_01020,33.2314320027163,95.12767538501684,mRNA,1026
MTX75_01025,41.33480834237891,91.44816072036333,mRNA,1689
tarS,137.6565341595844,76.48894544252445,mRNA,1722
scdA,26.458549670734115,53.34538378872402,mRNA,675
MTX75_01040,7.863554972071331,7.019129445884739,mRNA,1755
MTX75_01045,5.477708571876314,23.018197778002584,mRNA,741
lrgA,1523.0324545569235,221.95625545094984,mRNA,444
lrgB,3725.9373705902685,839.5958683346745,mRNA,702
MTX75_01060,26.484138210067517,34.94630404972401,mRNA,705
MTX75_01065,8.199963740929997,3.589327557554696,mRNA,792
MTX75_01070,11.86341309491542,3.2970858566264427,mRNA,1437
MTX75_01075,3.1960488596538172,1.2435465553732805,mRNA,762
rbsK,4.436045958208031,10.356092625075844,mRNA,915
rbsD,6.013306743348664,16.37796870706439,mRNA,405
rbsU,2.76121228010908,6.4461392870370045,mRNA,882
MTX75_01100,2.437827058114323,0.9485310062006405,mRNA,999
MTX75_01105,9.019960115022995,5.264347084413553,mRNA,180
MTX75_01110,14.459478046983428,178.42519889157387,mRNA,393
MTX75_01115,5.305858891189997,6.19334951107477,mRNA,1377
MTX75_01120,3.2700761746306934,0.9542623113740581,mRNA,993
lytM,16.218855727328418,9.964063882170764,mRNA,951
MTX75_01130,4.919978244557998,7.178655115109392,mRNA,660
MTX75_01135,3.525717308803777,3.0865878670828657,mRNA,921
MTX75_01140,2.7825069763567085,4.05990777718269,mRNA,1167
MTX75_01145,10.65349619884606,16.78787849753929,mRNA,1524
MTX75_01150,19.977092872198586,4.239742618319641,mRNA,894
esxA,8129.008952641133,741.3060180092555,mRNA,294
esaA,6.162150969669175,13.760273567179983,mRNA,3030
essA,17.68619630396666,37.16009706644862,mRNA,459
esaB,3.3407259685270354,0.0,mRNA,243
essB,0.6080871987655952,7.097996068872207,mRNA,1335
essC,0.36567405871714853,1.9207752875562971,mRNA,4440
MTX75_01205,2.1999902719568283,52.386673425383655,mRNA,1845
MTX75_01210,14.849934335708591,144.4485480479329,mRNA,492
MTX75_01220,6.632323613987498,9.290024266612155,mRNA,612
MTX75_01225,897.053567603657,363.4562918554015,mRNA,219
MTX75_01255,60.61413197295454,17.688206203629544,mRNA,375
MTX75_01260,445.572465832339,90.24595001851806,mRNA,399
MTX75_01265,80.68764321075116,50.53773201037012,mRNA,825
brnQ1,17.99854426621561,23.182445876316567,mRNA,1308
MTX75_01275,0.9111070823255552,17.016071383963002,mRNA,891
MTX75_01280,3.09255775372217,21.659028004444338,mRNA,1050
MTX75_01285,17.960097574160834,62.892642158922996,mRNA,678
MTX75_01295,21.319905726417993,17.22877227626254,mRNA,990
MTX75_01305,0.878567543671071,0.0,mRNA,924
MTX75_01310,3.9891715496416196,0.0,mRNA,1221
MTX75_01315,5.295475605688647,1.2362458906646312,mRNA,1533
MTX75_01320,2.76121228010908,1.0743565478395007,mRNA,882
MTX75_01325,0.9428529736957836,1.1005603660794887,mRNA,861
MTX75_01330,20.269573292186504,28.391984275488827,mRNA,801
MTX75_01335,31.549636276762044,8.49849753537614,mRNA,669
MTX75_01340,2.4712219493213685,0.7211434362210347,mRNA,1314
lip2,7.038697199584418,18.71429743881119,mRNA,2076
MTX75_01350,24.510761182127705,19.455195746745744,mRNA,828
MTX75_01355,2.7059880345068987,0.7896520626620331,mRNA,1200
MTX75_01365,8.101760582355984,63.361303231564335,mRNA,1002
MTX75_01370,2.437827058114323,65.44863942784418,mRNA,333
MTX75_01375,5.067393323046626,26.02598558586476,mRNA,801
MTX75_01380,2.5771314614351417,10.027327779835343,mRNA,945
MTX75_01390,39.561228574662266,24.01281126223726,mRNA,1026
MTX75_01395,16.272088403493605,36.58076370461089,mRNA,1347
MTX75_01400,5.696816914751366,19.94910474093557,mRNA,285
MTX75_01405,3.6567405871714853,8.536779055805763,mRNA,444
MTX75_01410,1.6601153585931894,2.4222455909878318,mRNA,1956
mepR,411.6967509642639,837.031186421755,mRNA,420
mepA,19.756107331576914,46.820078051642675,mRNA,1356
MTX75_01425,71.79151928283609,90.24595001851806,mRNA,441
glpT,5.376135167894501,0.6972645144918614,mRNA,1359
MTX75_01435,1.7514485660238828,4.088813269447421,mRNA,927
MTX75_01440,3.8220169978910996,7.1380977415777,mRNA,1062
MTX75_01445,11.453917606378408,11.698549076474565,mRNA,567
MTX75_01450,31.78720883908706,4.7569401365182715,mRNA,996
MTX75_01455,7.434033061832141,8.677495194088277,mRNA,546
efeB,0.6599970815870485,0.770392256255642,mRNA,1230
MTX75_01470,3.791226668310891,5.531713223551895,mRNA,1713
tatC,2.448857949779999,10.004641517890013,mRNA,663
MTX75_01480,10.823952138027595,46.32625434283928,mRNA,225
MTX75_01490,47.752730020709976,0.0,mRNA,204
MTX75_01495,15.917576673569995,7.962877942810419,mRNA,714
MTX75_01500,11.555820787929816,11.240598756754919,mRNA,843
MTX75_01505,61.85115507444341,13.53689250277771,mRNA,630
MTX75_01510,7.158698503986503,5.013663889917671,mRNA,1134
MTX75_01515,59.75151243708127,408.85538269810854,mRNA,1182
MTX75_01520,53.904144113683245,31.46024154032004,mRNA,753
metE,5.4629637304984495,3.4009240922187156,mRNA,2229
MTX75_01530,1.7628586544018885,3.0865878670828657,mRNA,1842
MTX75_01535,2.0976651430286037,4.080889212723686,mRNA,1161
MTX75_01540,1.4706456709276625,2.57495237824576,mRNA,1104
MTX75_01545,3.8382809000097855,10.080664629728084,mRNA,846
MTX75_01550,7.363232746957548,31.15633988734552,mRNA,882
MTX75_01555,19.89697084196249,148.64038826579448,mRNA,204
ychF,17.00484283979745,53.506478562891864,mRNA,1098
MTX75_01565,524.2851816857117,893.293895886425,mRNA,192
rpsF,5231.576866713337,23147.174604497173,mRNA,297
ssb,4105.692559498861,15539.224518813584,mRNA,504
rpsR,9046.685922771212,33161.487115446565,mRNA,243
MTX75_01585,3.4581316734912444,2.0182800323630237,mRNA,939
selX,7.958788336784997,10.838361644380845,mRNA,612
MTX75_01605,110.50631763954874,168.67960291419345,mRNA,573
MTX75_01610,507.37275647004356,186.6450329928442,mRNA,264
MTX75_01615,5550.496885065936,12134.320029573242,mRNA,252
MTX75_01620,0.0,0.0,mRNA,210
MTX75_01625,4.18451757913438,63.497794729524315,mRNA,582
MTX75_01630,29.596744127419207,41.950265828920514,mRNA,384
MTX75_01635,46.61032021160209,51.384057666046175,mRNA,627
ahpF,315.87616229578566,246.2222179639095,mRNA,1524
ahpC,229.2968808187425,167.9049649028744,mRNA,570
MTX75_01655,21.476095511959514,6.267079862397088,mRNA,756
MTX75_01660,29.222332986035624,10.915276892088578,mRNA,1389
MTX75_01665,8.199963740929997,0.0,mRNA,99
MTX75_01670,61.075592001409625,128.72071240885808,mRNA,957
MTX75_01675,9.795431799119996,21.438517538335738,mRNA,663
MTX75_01680,401.9188110076424,891.8423295947667,mRNA,408
xpt,12.61859705210471,16.36584585828048,mRNA,579
MTX75_01690,4.4779943833447495,10.454022578977272,mRNA,1269
guaB,12.174179296350056,28.421014934257226,mRNA,1467
guaA,61.068990662023396,42.4015504464438,mRNA,1542
MTX75_01705,1.5117251589424014,3.5291712297744495,mRNA,537
MTX75_01710,2.302968540005871,1.3440886172970776,mRNA,705
MTX75_01720,116.72889560617996,6.19334951107477,mRNA,153
MTX75_01725,63.139720805160984,44.746950217515206,mRNA,360
MTX75_01730,21.11054495005382,13.440886172970776,mRNA,846
MTX75_01735,1.1920652134391623,8.348744274840879,mRNA,681
MTX75_01740,8.164619069632884,21.783505176883672,mRNA,696
MTX75_01745,12.127677465577138,51.3163245203338,mRNA,1071
MTX75_01755,0.9235454042685661,3.2340698812096917,mRNA,879
MTX75_01760,2.302968540005871,14.784974790267855,mRNA,705
MTX75_01765,3.4991224584140928,5.445876294220918,mRNA,696
MTX75_01770,2.322736510306351,6.7781292932363355,mRNA,699
MTX75_01780,5.93418428619934,54.02882534003383,mRNA,684
MTX75_01790,8.863544621698896,19.475041237136846,mRNA,1557
MTX75_01795,4.688593129096112,11.727505881119304,mRNA,1212
MTX75_01800,13.055205429638546,30.47779890976268,mRNA,684
MTX75_01805,9.274555763430904,12.09950741175696,mRNA,1488
spn,110.34125965950462,12.266439808342263,mRNA,309
MTX75_01860,6.989636989501213,95.57412418935307,mRNA,813
MTX75_01865,6.122144874449997,52.8816765945615,mRNA,1326
MTX75_01870,7.51663342918583,78.96520626620331,mRNA,324
MTX75_01875,23.194183152916274,120.32793335802408,mRNA,315
MTX75_01880,96.93091466890384,37.71472538087322,mRNA,201
MTX75_01885,14.171009657018672,17.329022821510954,mRNA,1203
MTX75_01890,6455.7143108950295,4346.84659255862,mRNA,63
MTX75_01895,5847.2871876083855,3474.4690757129456,mRNA,69
MTX75_01900,6297.572153034238,2498.171980058068,mRNA,66
MTX75_01905,5977.773567137967,1464.445643482316,mRNA,66
MTX75_01910,24.053226973394658,21.69549101455283,mRNA,1485
MTX75_01915,35.099844793493034,88.59510946939882,mRNA,2706
MTX75_01920,339.92576962400716,759.6322321806665,mRNA,363
MTX75_01925,21.414293798256033,0.0,mRNA,417
MTX75_01930,21.64790427605519,32.2879954510698,mRNA,675
MTX75_01935,38.65697192152712,65.75062072777745,mRNA,735
MTX75_01940,29.12274117854958,26.203700734076435,mRNA,1338
MTX75_01945,13.440337919736253,12.550761260853507,mRNA,906
MTX75_01950,41.19351863553809,27.358024218212172,mRNA,1143
MTX75_01955,5.538572000452716,15.700684286847439,mRNA,1026
MTX75_01960,4.919978244557998,27.27888943741569,mRNA,660
gmpC,22.148656510198812,61.82329316215206,mRNA,843
aaa,34.73357775635721,171.60200048297318,mRNA,1005
MTX75_01975,613.3572878215637,84.22955335061685,mRNA,270
MTX75_01980,28.699873093254986,28.71462046043757,mRNA,396
MTX75_01985,41.759074606587944,37.045405408836125,mRNA,486
MTX75_01990,13.47810132129873,2.420389464098186,mRNA,783
MTX75_01995,2.9018638439752267,0.0,mRNA,1119
MTX75_02000,1.834568158987728,0.0,mRNA,885
gltB,3.7883832483096587,5.474920967790096,mRNA,4500
MTX75_02010,8.317586171640057,12.945115781344805,mRNA,1464
treP,17.623031317166777,23.225060666530386,mRNA,1428
treC,11.872708012461715,13.858610240503689,mRNA,1641
treR,31.180109039585666,22.097259366674177,mRNA,729
MTX75_02040,724.2497386474347,9.290024266612155,mRNA,102
MTX75_02045,6.18511550744434,18.049190003703618,mRNA,525
dnaX,23.426398178593292,55.247741486601605,mRNA,1698
MTX75_02055,1181.9551509214093,509.5490668498402,mRNA,318
recR,278.7575613436755,88.88545830969619,mRNA,597
MTX75_02085,3.0336188727655817,3.541040639740059,mRNA,1338
tmk,6.56793212258956,10.73313483229948,mRNA,618
MTX75_02095,974.1556924224836,310.11790097272575,mRNA,330
MTX75_02100,7.881518547107471,34.754912790303074,mRNA,927
MTX75_02105,15.145455417016223,63.64359908022357,mRNA,804
yabA,37.32397288975032,152.4845362381857,mRNA,348
MTX75_02115,12.299945611394996,43.07193069065635,mRNA,726
MTX75_02120,19.561359285592044,68.49993796586311,mRNA,249
rsmI,7.7313943843054265,40.610677508333126,mRNA,840
metG,37.0119943929515,28.321867293045567,mRNA,1974
MTX75_02135,93.34609886477287,53.86773760795265,mRNA,774
rnmV,7.558625794712008,54.70215406150397,mRNA,537
rsmA,10.896596112108318,38.15768356487677,mRNA,894
MTX75_02150,1863.4417601263417,12465.734607387461,mRNA,264
ispE,13.386513244910452,118.30829490060144,mRNA,849
purR,560.8775198796117,480.1084540985161,mRNA,825
MTX75_02165,1442.4833853237562,1191.3176000476026,mRNA,381
spoVG,2081.735349318674,1760.6895496187112,mRNA,303
MTX75_02175,0.0,0.0,mRNA,132
glmU,64.79971346491021,292.048700780548,mRNA,1353
MTX75_02185,237.8244142128734,165.77788644706035,mRNA,966
MTX75_02190,12716.902483267513,2460.237068624096,mRNA,654
pth,17.000971944545963,36.38187513835545,mRNA,573
mfd,9.259154951263984,15.401254943280032,mRNA,3507
MTX75_02205,14.35396403373011,13.652137822054797,mRNA,1527
MTX75_02210,13.597929821642706,40.47462833745094,mRNA,1194
MTX75_02215,52.27476884842872,197.41301566550828,mRNA,264
MTX75_02220,74.36302995591477,315.86082506481324,mRNA,393
MTX75_02225,1296.4509836965888,667.0792051741952,mRNA,402
tilS,13.78049462017402,92.85723329451686,mRNA,1296
hpt,27.05988034506899,150.91128308652188,mRNA,540
ftsH,182.9837180927301,120.37103075535863,mRNA,2094
hslO,18.40808186739387,21.487130956790015,mRNA,882
cysK,595.1433490683984,173.6726723025179,mRNA,933
folP,12.11636433361298,17.67877752228432,mRNA,804
folB,6.654068937312047,38.83534734403441,mRNA,366
folK,32.335706072723944,353.6052003870236,mRNA,477
MTX75_02270,392.8047146864853,2455.5631884070963,mRNA,93
lysS,119.47810071713928,315.86082506481324,mRNA,1488
MTX75_02360,4.695857760532579,5.48131583626574,mRNA,1383
pdxS,294.3676172673046,91.77037484991196,mRNA,888
pdxT,889.9372412950496,233.09515432590499,mRNA,561
MTX75_02375,173.71775036340583,31.19613087059884,mRNA,1215
MTX75_02380,166.92783329750353,90.24595001851806,mRNA,462
MTX75_02385,20.044355811162216,101.94449909499262,mRNA,567
MTX75_02390,19.32848596076356,70.50464845196724,mRNA,1008
MTX75_02395,22.136898450789037,61.7066324912944,mRNA,2457
radA,19.031124638290276,192.98749311652324,mRNA,1365
MTX75_02405,24.187602543078423,86.46469512947401,mRNA,1074
gltX,18.969813025409188,57.31083011485271,mRNA,1455
cysE,5.011088952790554,71.65361309340672,mRNA,648
cysS,16.803780085803012,37.19988303761183,mRNA,1401
MTX75_02425,8.017742324464885,105.28694168827107,mRNA,405
rlmB,4.3469687301315645,59.62031637769568,mRNA,747
MTX75_02435,6.18511550744434,30.68362300629614,mRNA,525
MTX75_02440,2.848408457375683,21.61153013601354,mRNA,570
rpmG,152.21182694101307,1816.199744122676,mRNA,144
secE,133.08137874624092,1470.5651527607697,mRNA,183
nusG,82.80619121988325,536.7908010664313,mRNA,549
rplK,2769.3196693570603,2253.5885816681002,mRNA,423
rplA,2401.4179527009273,1594.3451169938194,mRNA,693
rplJ,7808.476849274697,1431.776314814752,mRNA,501
rplL,13206.541602556841,1086.2530813204553,mRNA,369
MTX75_02480,29.325978699089543,42.01104569827565,mRNA,609
rpoB,89.81869067239958,172.8697758800667,mRNA,3552
rpoC,445.5062869154811,309.5383398258178,mRNA,3597
MTX75_02495,4565.160989979874,6592.201219587985,mRNA,255
rpsL,3390.3284867119046,4406.0296249983,mRNA,414
rpsG,3617.750881802536,4758.030899861678,mRNA,471
fusA,752.1399018103469,622.1639018207488,mRNA,2082
tuf,10918.490454169862,1616.0879176100948,mRNA,1185
MTX75_02520,13.806061400545405,4.834604465277754,mRNA,1176
MTX75_02525,20.49990935232499,91.72725980417556,mRNA,1188
hchA,175.47362681102757,114.27046913607577,mRNA,879
MTX75_02540,27.732175508921635,35.313632615941856,mRNA,966
MTX75_02545,27.889013169012603,55.42961554062182,mRNA,1077
MTX75_02550,15.428879144118282,12.468190463084733,mRNA,684
MTX75_02555,85.71002824229996,28.58469005111432,mRNA,663
MTX75_02560,6.56793212258956,1.5333049760427828,mRNA,618
tadA,15.512033318829355,12.071114333687131,mRNA,471
MTX75_02570,1.8661986444875163,11.98092784728602,mRNA,870
MTX75_02575,31.498273417540616,35.0956472294237,mRNA,567
MTX75_02580,5.24868368762114,13.955058003941101,mRNA,2784
MTX75_02585,3.8382809000097855,8.711685482481059,mRNA,3807
sdrE,2.3448769796420272,5.200481521864344,mRNA,3462
MTX75_02595,14.32906087518928,18.012429942596274,mRNA,1473
MTX75_02600,33.21232798891767,20.33711549713083,mRNA,1491
folE2,61.87754208599394,51.74511809935507,mRNA,879
bshB2,31.6917517554862,31.301523204621127,mRNA,666
MTX75_02615,91.69050364858087,33.935460544153486,mRNA,363
nagB,35.2954961022639,446.9493097755065,mRNA,759
hxlA,128.24587841264923,281.43049816201363,mRNA,633
hxlB,204.0581140775694,214.02591425156746,mRNA,549
MTX75_02635,5.011088952790554,1.4623186345593207,mRNA,648
MTX75_02640,67.21512034321205,60.87253587972846,mRNA,1401
MTX75_02645,0.5895398767988886,5.505199565399795,mRNA,1377
MTX75_02650,9.969429600814891,15.793041253240665,mRNA,1140
MTX75_02660,0.0,28.076517783538957,mRNA,270
vraX,4319.916612230657,1398.8122252870303,mRNA,168
thiD,113.3193545136463,59.29517293635484,mRNA,831
MTX75_02675,7.413665847964105,131.24810539222833,mRNA,657
MTX75_02680,38.35258631584581,156.68686597703334,mRNA,381
MTX75_02685,65.99970815870485,210.57388337654214,mRNA,369
MTX75_02690,202.26577227627325,109.11555774966276,mRNA,1485
MTX75_02695,19.712495615613168,25.101522521707015,mRNA,453
MTX75_02700,6.367030669427997,7.432019413289723,mRNA,765
MTX75_02705,364.3920142084987,109.48164056031374,mRNA,753
pta,139.00060116464007,193.93278621000692,mRNA,987
MTX75_02715,176.51964956281563,220.76294224960066,mRNA,837
mvk,7.051434617607554,39.0967796497163,mRNA,921
mvaD,16.499927039676212,51.03848697693629,mRNA,984
MTX75_02730,33.91907007042074,95.90203323694885,mRNA,1077
MTX75_02735,2.373673714479735,108.05765068006767,mRNA,342
MTX75_02740,11.65845184934945,5.729901588477338,mRNA,1323
MTX75_02745,1.840808186739387,4.297426191358003,mRNA,441
MTX75_02760,2.552818900478207,8.93945731315509,mRNA,636
MTX75_02765,6.53620298190072,9.155386233762703,mRNA,621
MTX75_02770,3.8473763523794773,10.478795144330297,mRNA,633
MTX75_02775,25.07145463281152,22.201080355993266,mRNA,939
MTX75_02780,107.3324862849105,206.4565169418053,mRNA,537
MTX75_02785,3.403758533970942,17.87891462631018,mRNA,477
MTX75_02790,15.65965297747048,23.39709815294913,mRNA,1296
MTX75_02795,73.09278024242772,68.98109972679829,mRNA,522
adhP,105.9912227165907,672.0243666809231,mRNA,1011
MTX75_02810,15.574031853277113,195.42468313362545,mRNA,417
argS,41.02942146183745,61.00561061721123,mRNA,1662
MTX75_02825,22.85462866982178,22.40904502149013,mRNA,888
