gene,tot_RNA,rd_RNA_1,rd_RNA_2,ss_rd_RNA,IVT_neg,IVT_pos,NGS_116,NGS_117,type,length
ileS,101.16314407225555,86.69094795424971,152.27637015933428,112.61414533429742,248.2894056125018,82.316632818489,455.0434180593444,420.2929076285159,mRNA,2817
lspA,328.9772892947116,137.04175105899074,799.9301347111323,331.42972357728365,594.1814344475965,1010.8797597700185,186.30292982678196,324.0569245562739,mRNA,495
fkpB,45.23437727802284,150.74592616488977,439.9615740911227,148.8051820142906,215.20961711089774,40.68174642976904,157.11547082058613,230.36699738864368,mRNA,450
ispH,42.80855893819196,99.86323184424876,104.09185506887762,83.6148991996704,173.49530997373458,147.5836226947457,202.0240761134268,156.0513613391443,mRNA,951
rihC,222.4641505476533,44.48240444209863,144.24969642331894,29.273150560188324,150.92113403951842,53.35311007182825,33.59561029663281,62.01423915897915,mRNA,915
dapB,99.05338090077994,132.04022729771367,160.56991755150463,93.68209451629609,152.7237753220077,89.08411626956723,151.45612269677255,136.73338876890298,mRNA,822
folA,84.81445739629282,141.32430577958417,274.9759838069517,113.34769723744792,153.18740106852098,38.13913727790847,112.07285622392352,102.30113370877268,mRNA,480
apaH,120.73232369579048,48.28161336242021,78.2849775962852,52.62460840807876,157.42894094707822,36.19372458164505,109.39495879508549,88.02185328204403,mRNA,843
apaG,484.65404226453035,466.594533367516,261.881889339954,451.7300168290964,559.8486512144165,145.2919515348894,292.7617468706573,213.62353141302793,mRNA,378
rsmA,297.16014270233984,264.08045459542734,160.56991755150463,207.72986175352614,237.8127358585549,37.11838177898635,366.4864203526842,333.2046658348995,mRNA,822
pdxA,267.29404755195316,287.7876772238805,266.6433782370441,229.97164493117637,373.1749252933075,55.47510876786686,242.19380877481652,245.798279510371,mRNA,990
surA,268.8756691351008,147.5834242173746,307.66543642735854,212.67174177741708,416.6516156187414,71.12193431777804,443.066583113693,491.7661335495522,mRNA,1287
lptD,164.22672005396828,115.21981617698582,168.1381811813208,82.81434890763467,233.02952171243703,12.955970200563387,268.8932732404382,274.30894224755696,mRNA,2355
djlA,24.945428645968477,33.2527778304904,40.4376446774929,92.31939141511596,35.164970116159765,14.956524422709206,71.5759417900688,56.16532831069873,mRNA,816
yabP,93.80400818023169,41.68090124374832,50.686817291604,38.572771835501605,44.07775056034772,18.74734858514702,37.775709273633204,30.171762937149552,mRNA,651
rapA,28.008902339333027,23.335282688063433,34.05275341262559,13.820914738169405,29.612606413608216,8.39664528994201,79.308522759079,88.21287988647754,mRNA,2907
polB,8.654536469009471,34.610034068469595,42.088160786778325,5.694075842383569,29.737723452823882,5.188998269103194,18.29760917941608,25.517289587222212,mRNA,2352
yabI,26.608457222366376,17.73481484292821,43.133487655992425,85.34414850819608,56.263952185855615,31.907252101779637,34.15553713491003,42.7926310938657,mRNA,765
thiP,12.635300915648838,42.107800604717816,20.48238240647685,8.313138660016236,12.245529630766992,3.787872107054845,11.448783397176545,11.514963115574663,mRNA,1611
cra,182.28778903083833,121.4967166105082,262.6636263230583,209.88193582612632,289.08754537284767,115.36614659188233,134.58301199427234,138.98024665709215,mRNA,1005
mraZ,576.5165731512715,354.6962968585642,359.4457304666035,308.18720294626365,418.0724224921216,26.589376751483034,344.9039534211502,299.54841765705993,mRNA,459
rsmH,345.74046327151217,216.0371553318484,175.14393873054246,217.69866397393236,308.42142579587255,64.77985100281693,202.3226085061549,165.6510926579419,mRNA,942
ftsL,444.9283010953066,185.34335184207762,360.6242410582973,352.19259267726574,367.50276145986635,83.36423448723163,201.5736617797969,140.12832886884712,mRNA,366
ftsI,138.23748573928881,330.1566124833749,186.7409058111726,115.1092717406811,205.01953714582785,196.84716014404373,134.8244886904343,87.69219988165686,mRNA,1767
murE,191.51651670130636,54.706182882419675,110.87741282538376,137.81729937059427,183.1981507664452,65.61572004801458,245.8372330073161,185.53538945031892,mRNA,1488
murF,119.82616497489494,59.89904350922773,97.12176028501605,94.23506973587114,193.9895371308681,35.92207190266581,225.06463211414223,159.78749557455595,mRNA,1359
mraY,93.97723811223582,75.16417371102538,182.80951832041112,124.43369617884758,192.09230213037966,39.442136427753915,150.43574527564246,139.04641626898746,mRNA,1083
murD,92.73562539913566,82.41235143410832,200.43807475677573,130.92483269480581,170.2176799472426,37.06765050548432,231.0750462202341,208.7968469318003,mRNA,1317
ftsW,130.7981993581383,108.97295867341428,159.02225569558655,123.03320018952645,158.45420269209336,68.61981325503211,176.5388606129687,152.50675033211417,mRNA,1245
murG,171.53485765542368,88.92315869277208,61.79235591167453,140.28859329647833,149.45112299367898,34.282370586884014,175.57481167664423,159.39053042265706,mRNA,1068
murC,96.53678077626823,45.95912383075908,44.71154208243117,180.3355483252455,156.74142167629748,33.07459059330816,216.5960891482099,218.09455786152083,mRNA,1476
ddlB,110.50743634696134,117.8469781093601,179.13744873417048,281.736195588946,241.45849187252372,79.50829921127499,282.033506960902,267.7675711117785,mRNA,921
ftsQ,244.95150150553886,81.6313679593266,198.53861646711314,290.08952450439324,213.65575705955553,22.02982658651753,281.13582912489113,211.4141359276361,mRNA,831
ftsA,322.3352300096639,75.19392991597827,209.00787367749297,301.5425674725456,247.07359050736474,77.30498133922858,322.4899290053856,307.5783888124409,mRNA,1263
ftsZ,459.41164422991943,129.54728029795217,200.5033215259023,344.4026185291687,312.9132887680154,63.56522879651411,727.1393647861705,659.2739727898684,mRNA,1152
lpxC,1175.206860654515,1581.3543234944318,1078.3371913998108,1532.7298466055304,1090.1140736009525,1269.6427398833146,1387.9872688647258,1565.4970875172535,mRNA,918
secM,555.5098963967716,370.2531519839398,578.8968080146351,150.11049062845103,265.690885322096,11.895247494084513,266.65287763219226,278.65260071941196,mRNA,513
secA,188.05866384987323,145.39795539185602,158.5227401104378,115.99627893990919,218.046206052862,92.45851461311145,352.72597384887683,398.0141669201622,mRNA,2706
zapD,218.8760190872073,36.47078858827979,44.350965130153504,38.251332070205756,139.8091150586029,16.403930012003645,113.62225054959987,107.0678532005793,mRNA,744
ampE,23.807566988433074,47.60397668364941,38.59312053430901,120.41471965630096,56.63410976602572,71.37148496450708,28.762557587292648,51.05085814706784,mRNA,855
aroP,14.814752383631935,9.87418730337706,24.015369764799274,12.183830405100213,45.6837493867141,35.529909545649815,16.779466933088987,11.91279577394733,mRNA,1374
pdhR,1170.7721177841204,461.10518591613345,215.6674382799621,241.80842077322222,398.5363279831439,23.930439076334725,293.3357895115802,188.28757681300905,mRNA,765
aceE,313.27862641873924,381.9575831880653,37.15891673066915,166.84026953038074,94.24845594195972,20.615749879950524,1768.3567790287034,1515.9819653900609,mRNA,2664
aceF,225.8134523387828,415.68607215040925,226.60461423076845,253.80598596336017,152.53014771462642,235.32230502164336,1636.0556416840818,1322.366899681913,mRNA,1893
lpd,414.2516655987354,771.1844222751204,995.7025097851724,218.5086620104583,264.2925122414533,2098.3216579565083,1654.56612520901,1522.3365899455632,mRNA,1425
acnB,125.36086081669148,140.99792170157127,330.2251999529213,59.60369227622062,378.2873690555939,587.2076563188372,161.50915077073503,174.30832122818853,mRNA,2598
speD,128.0218224849703,290.1148012984671,290.5406621356471,27.374538200742137,342.8916331326672,107.46121698429558,164.33324470569917,193.53572968301143,mRNA,795
yacC,292.46364619411315,272.90210771230045,189.63860952203564,69.75242906919873,159.75809699324304,17.53523553007286,88.33328569373282,68.98467253924902,mRNA,348
gcd,25.54011264129269,5.674250671200368,13.800551257563447,9.80209793695139,21.75198276946896,15.313078957253087,35.35548072308754,31.034053666567598,mRNA,2391
hpt,341.1531247225186,353.7055250796297,491.5771777554444,394.35451518452015,474.23596570061255,170.45424481746804,426.46718154482625,503.9489739992676,mRNA,537
can,276.3185942322662,429.72820580941425,895.8493590090733,71.96178202614166,792.5643264642162,230.10037573398776,208.6424214123463,260.04752741656847,mRNA,663
yadH,52.802775032711494,35.19360143927388,42.797818491354356,73.82358251681732,109.32611331833326,31.658946637952557,99.67569202794756,72.181344666112,mRNA,771
panD,587.6907284152574,961.4503952248876,1645.5255723880575,68.10473389433577,1101.4665442683745,240.2465340340691,346.93419609475535,355.145143093972,mRNA,381
panC,334.47955029523933,143.3147889595783,154.91604721518405,114.944143677412,362.05060781567306,150.40786532132918,151.53512954220642,157.5341401712556,mRNA,852
panB,153.62618698196437,51.196729640905964,41.50580887652101,35.79747303173972,101.51397033532912,15.351602426327938,110.1999405673512,145.49494571914337,mRNA,795
folK,169.62891479258565,169.589166935501,137.48799190347586,41.85145744151924,265.2757433137802,25.42609151860565,32.020816063978145,50.013887590955534,mRNA,480
pcnB,145.6042187060821,164.97944709033004,141.6185324327648,46.1024638483116,178.3150737864496,34.91995401696913,203.3940247840672,209.18801208546367,mRNA,1398
gluQ,43.91687114371149,29.271053624250445,106.78678982794241,12.641216918689738,36.75820500815406,6.582806865658419,26.52857253196895,37.66859436094327,mRNA,927
dksA,758.8661977563042,2171.931436191504,2098.5009290530525,1294.0911182575026,3555.3635575338367,3037.7488288018326,556.1510158480415,775.3349081085929,mRNA,456
sfsA,259.8570609588546,115.46496472204323,140.41326832695407,344.309862639449,66.14007145252175,17.311381459476188,74.12478271831537,148.59058286210387,mRNA,705
hrpB,33.506946131868766,27.915912252757366,54.31624371495342,17.911734872090538,21.402876873168843,32.645845900431944,38.58310676350947,21.554806773206426,mRNA,2430
mrcB,24.089313343325774,37.46348460902586,52.06645847232221,26.74531008097087,54.4744921681102,33.7008550305779,60.631131008716025,47.3504261216147,mRNA,2535
fhuA,36.284259848681415,253.9303034328357,117.63678451634297,19.76940503030766,134.26624953442817,16.316208461137315,15.068619324225011,18.964916052963208,mRNA,2244
fhuB,30.794961838290888,27.366885234170613,49.91999706026355,13.50727824638039,28.94061080664283,12.309151718538288,4.650526992650382,8.804535293140296,mRNA,1983
hemL,63.56118587075809,137.68363279697192,206.07099489045558,67.95552808615145,224.00168317553758,80.98239921616788,158.3793056841261,168.66510100931143,mRNA,1281
clcA,28.629352707609392,47.70440701420563,46.40944874378931,34.729057511246616,79.45502741436097,17.165293852223222,32.42614284959812,26.858244199208954,mRNA,1422
yadW,925.2486261413762,2055.626265884861,499.95633419445767,900.4404479842018,1141.2631210426393,92.45851461311145,395.8937258819116,330.6703311798713,mRNA,66
erpA,354.00817000191785,865.1505327724109,191.2876409091838,184.38902988727313,670.5806909977248,35.37543167806003,196.02308268730968,142.33201211655333,mRNA,345
yadS,65.24189030484062,21.742200889166796,158.63999065785677,29.510643067737924,89.09586178469324,58.67559581216689,46.79965424735268,19.236110611905975,mRNA,624
btuF,50.825143009014425,50.81323353872689,41.19490394111636,20.899604215490253,80.60285285052349,7.618304574863115,34.53930721507755,20.43468338752014,mRNA,801
mtn,116.48337496486567,310.54954746415063,377.64941982070616,107.77199341163751,330.9733024237698,43.64994252121141,195.69803465710254,256.0211491195227,mRNA,699
dgt,13.409400378860527,26.81251651154166,21.737231921498157,21.50470145216403,23.628636046431456,12.059806253884101,12.150191075659691,22.284304927339154,mRNA,1518
degP,42.85362057917953,38.083181346919524,162.09110624409786,36.418110335076385,444.2631277201573,55.66975827231552,306.3212383046668,366.8004157866825,mRNA,1425
cdaR,17.578125885242038,11.716004624214232,56.98984120351331,31.80421636315797,51.10763791493685,10.539312546572289,30.52761738741958,30.15439289515925,mRNA,1158
yaeH,473.3830180258204,280.45753705095774,170.527741895784,298.4755104356411,305.85346101031973,110.37683139859814,99.28935213636633,265.04893212402084,mRNA,387
dapD,394.7727471536539,493.35030381236646,759.9336279755756,331.7679171727707,1123.872444912466,392.0241019595925,633.4299614110587,719.5386406473999,mRNA,825
glnD,22.845645089910526,5.075620409592248,12.344600844307596,7.20227101500144,16.102477898308848,9.13170514697397,25.87540692038638,33.88350307151768,mRNA,2673
map,179.23055147895843,341.3115309393731,249.0348532591261,181.09309886644803,164.67821854397832,153.5160242632794,303.53316963287966,284.12692230059133,mRNA,795
rpsB,925.2486261413762,1476.313409135491,1499.8690025833728,2010.7146495319432,733.6691492416968,2698.1075628007975,5796.561612110556,5655.965710135707,mRNA,726
tsf,621.1763076911586,1624.234274875221,1432.9734367404526,868.4668633404463,311.531918353021,3201.5388475540067,3443.8162178103817,2998.2717247228406,mRNA,852
pyrH,112.15134862319712,112.12506904826515,181.80230334343915,125.66966559574645,91.3998603432417,16.81063902056572,404.3620408740381,314.1368146208778,mRNA,726
frr,693.1073937761564,899.6127851775681,650.480821908918,835.5290965923374,1230.9630130447106,962.3638940375471,1123.8273508905881,966.0551503394736,mRNA,558
dxr,51.01621497521372,56.671400813868345,27.566514667363577,43.35489325604332,55.435504268332046,35.68574248225354,88.59894971085683,70.19492995221829,mRNA,1197
ispU,373.9850089915274,160.24173253748125,303.12313175569477,350.4098405208566,141.21365952158644,48.049306806813824,332.81478113741065,280.67922599362305,mRNA,762
cdsA,332.1405324610069,158.12509737575854,230.74907732051892,318.0320542176054,238.28570659132032,64.00974088600023,159.43231494791917,155.1606938613242,mRNA,858
rseP,240.71508972783772,100.27445199438344,219.49302476829848,307.46747004338596,212.0814162216287,67.65257166813034,448.71742244865163,349.22013024605917,mRNA,1353
bamA,192.42737559701453,189.5941364835852,257.6840292148992,272.12908208994423,305.1677677898057,60.194939230237786,589.4041210888605,724.335195241728,mRNA,2433
skp,921.4410186263913,1284.1319636268388,1629.4873114486027,1241.7654656516615,2125.527082576768,577.5803505461035,942.4398209447395,1214.7031733650704,mRNA,486
lpxD,337.27386566946853,846.2929188204338,1254.2764173650428,556.3877967858893,1447.3161384651016,529.3385134867608,692.0990419442294,688.1230254406855,mRNA,1026
fabZ,446.39188103312006,327.27733970008967,217.08630300548816,899.4392169449308,263.50592738359194,80.29292058507046,498.85060815460696,531.2479925929248,mRNA,456
lpxA,335.3879684111959,550.2512894231718,543.6787512532885,626.9762065383491,656.9030349075776,317.101065327097,446.09988615367286,448.102304306107,mRNA,789
lpxB,159.4423219982528,247.96327280386572,172.308710479552,297.9503236480656,355.8731701572721,100.9077261312809,144.46989597533744,123.4617685606308,mRNA,1149
rnhB,68.19252855983343,45.45103301453964,55.27155453406065,102.35029793068355,165.2223470281878,0.0,126.15236077466768,95.04694946476702,mRNA,597
dnaE,81.8192870661912,70.11438426273943,113.685161263856,70.65362324321939,79.81024655993193,19.2721451648346,118.70593655414466,119.36600843883211,mRNA,3483
accA,254.4433721888785,113.05944462366735,309.3479817828206,149.96772249877725,278.35271657572713,298.75657534361636,397.0581191933291,347.8238546098271,mRNA,960
rof,558.7776016696939,319.2266671727077,388.20138890393173,574.4317688051659,738.464372439355,119.65219538167365,138.6312977828701,85.5852621877314,mRNA,255
yaeP,506.3549695301065,134.9963517894535,328.3295329038229,695.4421286302202,481.8125756214128,91.078536783065,137.64171681232398,92.2915700457253,mRNA,201
yaeF,24.673296697103368,16.445010127078884,39.996506735556615,18.262454156299306,13.043007097630165,14.79336233809783,18.630292982678196,5.290725298877941,mRNA,825
proS,94.73168016339861,39.46228433635858,115.17318693484889,65.73527346835482,73.03021716968607,202.34376496481985,378.21445570855866,330.0932450870618,mRNA,1719
metQ,99.7817145838739,166.26388915245195,161.7505787099716,26.670046408811277,195.60514627113866,14.956524422709206,60.274477296900045,66.86348608416515,mRNA,816
metI,31.124571521575348,20.744852224526117,100.90861791080796,23.03749950909316,32.90666928301189,9.330675786644274,11.750758188615833,16.68520019714947,mRNA,654
gmhB,70.67871449691069,117.77025481632013,114.57332658622987,210.71046281320451,205.4952941163086,21.188409598838035,114.74125756258836,145.87383880695364,mRNA,576
yafD,127.06285752253605,135.5019561032717,205.97451970558177,96.13817939125518,228.37474974314992,45.70982744917869,36.4581576159152,79.0141090984112,mRNA,801
yafE,130.48378060968125,65.22660266750039,52.879996885952245,53.6557146686144,74.72556149683949,48.8963298434724,34.483955761207234,43.71843320887722,mRNA,624
mltD,284.5871418153755,169.71395660947857,315.6457209263022,203.25211119501614,118.76910436583762,161.64932356199617,240.89832482568988,184.67901498566764,mRNA,1359
gloB,107.70089828100676,17.94594359105831,43.646981556659,36.53698665529456,40.32808080781813,40.35887542635816,52.859759851646466,64.95310076747471,mRNA,756
rnhA,43.49459353656043,57.97920237111147,211.51998754380898,148.44747724983318,88.13784176550298,13.039021291592643,52.546980207553894,95.59764061674484,mRNA,468
dnaQ,27.808018818456663,18.53433518420776,135.23409039686152,33.16099086896333,68.60051547250839,25.009270346169494,54.59286673202832,64.10125682298325,mRNA,732
yafV,79.20416254906723,17.59680071963694,85.59563698270871,73.82358251681732,55.826100417872304,31.658946637952557,17.941624565030555,32.55237112393286,mRNA,771
gmhA,351.5625177048407,46.86401849685693,170.9695236105399,135.89074264258403,315.9381252923369,52.69656273286144,167.23825177455944,222.38864760179945,mRNA,579
yafJ,106.01807174536603,105.99322933468814,42.9649974698362,56.67384861872396,254.53394384860954,39.72826799782133,138.08976927590575,71.04245396442549,mRNA,768
dinB,19.276013044612007,25.69532832356076,31.247270887153604,6.341129915381703,42.45770539593153,5.778657163319465,7.277458196358671,20.666895698741957,mRNA,1056
pepD,376.9531439835237,55.83182450551473,294.21298678933107,132.0416352750264,239.85982702689222,276.2340806959626,467.00317749275126,563.5683854244597,mRNA,1458
gpt,88.69485740788794,206.90617316749578,143.77829218664144,41.94263708736133,210.98982069695856,119.65219538167365,351.6011175652502,228.2273658339504,mRNA,459
frsA,114.44842443837106,65.38377520404859,53.00741856519551,37.649503883133775,59.06020282159844,9.802830465004586,54.319649419374976,55.21796132714478,mRNA,1245
proB,165.941329688399,61.445350338949645,29.888693892059965,72.02696479971607,99.09259241972192,27.6370559984844,199.0859433542989,156.16984662788488,mRNA,1104
proA,146.09188833811206,108.19085609920319,105.25396509357003,66.08124859187248,173.04866872952303,102.19098983554423,235.33001662330352,167.07553575404023,mRNA,1254
insI1,35.33935724845534,35.33107644489604,28.643331646557467,37.78256574581598,51.37382352907715,10.594204799419018,32.020816063978145,51.15056685438634,mRNA,1152
insH1,20.749714347716903,41.48970444905223,134.5448238810773,16.21157372862111,73.12593174002642,6.220450524429517,79.90515568258768,33.37040039429894,mRNA,981
mmuM,43.634447535070265,29.082815337277772,141.46674408074688,67.28530135292482,48.05502347063633,45.783315917746506,39.536956169027675,21.052323335567372,mRNA,933
yagF,10.343226511743028,34.46934287306931,150.9014545282052,12.334270993943678,267.0071892509021,130.2312004611509,14.057919247600163,24.39701833705148,mRNA,1968
xynR,53.63760151544211,71.50004403077777,43.474463842996315,8.82244162140063,66.16018093000808,16.07974167184547,24.300382151319383,20.127759289209557,mRNA,759
insB3,40.387836855377536,26.918915386587457,65.4704723349885,9.964632724171246,14.233440285112282,24.2153252558149,45.744022948540206,2.165103358915824,mRNA,504
insA3,73.75170208373288,98.31256054231943,119.55477556823986,18.1962858441388,12.995749825537303,22.109644798787517,55.68837576344026,7.907334006475184,mRNA,276
yagN,184.63011133886874,461.46712091292795,224.4701908628177,30.36840449271237,280.6021084779279,13.837328717608516,69.70517782634698,69.28330748530637,mRNA,441
intF,0.0,9.68389247311926,23.552546792886655,2.987256062920716,26.882000709783803,4.355647369354286,26.329750253892097,21.02978337482265,mRNA,1401
yagU,198.58994902546613,176.48303551011486,160.9615514967522,42.1917131930763,93.31582313751663,79.37901742393959,67.47801238848078,79.84478728489576,mRNA,615
ykgG,58.49272923882263,19.493007693735745,47.40965238050891,87.79185038019838,74.72556149683949,8.76761776503643,145.74992139465914,233.60718655336598,mRNA,696
betB,41.45716858474598,9.21054538685681,67.20390642939756,15.342693155750432,92.53185619160573,16.57097614247211,41.737927252435874,51.11584141863999,mRNA,1473
betT,10.00760559248293,26.68069489644067,32.4455438120297,66.25451964684952,70.53740318285733,24.00103034204663,13.601762575849124,12.339173125148589,mRNA,2034
yahB,21.817223767535133,29.082815337277772,35.36668602018672,11.662785567840302,32.6774159600327,6.540473702535214,16.473731737094866,11.695735186426317,mRNA,933
frmA,110.02956635194745,73.33585597210855,89.18140015360595,27.900971627679493,172.87859632782326,38.48273310924098,127.39092228696171,196.6147915123559,mRNA,1110
hemB,125.26442938529402,180.89511139786774,67.68639601401887,54.943451820661146,193.13683586875436,18.776190659893402,189.169128747194,174.59393486297205,mRNA,975
yaiW,55.76841034276788,37.170228369424876,30.134354389802922,25.22553599214858,34.39423104512065,16.71852593004207,37.89860969763989,25.910058826696766,mRNA,1095
ddlA,37.17894022851192,49.5603044925665,180.80612633881753,39.74932944217352,140.85256523239883,72.44694569684897,160.01635205670178,167.41884164942527,mRNA,1095
proC,175.91146719231102,50.24864205496326,81.47436557243013,20.6673863908737,135.05953337206546,37.66828373126763,43.6431863390517,66.01159574294468,mRNA,810
aroM,60.04563355489757,20.010521172330503,97.33663143608909,22.222012800806674,39.67728929035725,18.00077275653497,38.53832729823919,19.313488369797792,mRNA,678
ppnP,428.5362057917953,142.8119300509482,810.4555312204892,381.80276964192984,673.3166383294168,171.291563914817,134.8244886904343,176.1254606073841,mRNA,285
rdgC,89.278376206624,104.13369899548306,144.72420200365877,29.369443818609987,119.95419082387392,33.45538357711269,107.85959095234743,92.13084556228652,mRNA,912
mak,67.17976823468739,44.77601767273954,36.300459908508465,29.466372676097148,57.21561144312463,6.713159476859576,43.96257254988419,43.21632051063665,mRNA,909
sbcC,12.936428201531795,12.933396906425244,31.4557846109001,7.713328667327982,18.236171347179134,3.878145512847382,12.698436113074271,26.699501478489132,mRNA,3147
brnQ,46.26243130706881,82.22505063539442,24.997816709722883,25.364519661526813,84.23608750552816,97.08144034376701,71.02799199646061,52.907252988779405,mRNA,1320
proY,44.444257150895794,59.24512382026235,72.04610929439781,17.057362567140302,39.15749947432637,17.764954772824908,59.28744983024775,47.65118309578932,mRNA,1374
malZ,22.43026972463942,22.425013809653027,54.54069100303174,10.606980949365758,103.75119282205814,36.983405845244576,10.161977990551742,21.042657438719086,mRNA,1815
queA,19.00604087311884,38.00317466341759,30.809634039994588,37.513911432174105,41.86305966209495,5.697723589603506,123.41916779841439,109.01932207246738,mRNA,1071
tgt,54.136887699761374,96.22080393503603,146.2638211739105,259.71649121510166,127.1924451010034,10.819613412172615,234.3651218299677,258.2922241157665,mRNA,1128
yajC,427.8927580353513,774.1007019278125,1783.628003072119,1483.0246180478289,1400.2627739948298,623.0537741496158,586.1828670450774,599.6751141126856,mRNA,333
secD,121.16351056613259,308.3439398827291,517.8119175585454,340.15632617511847,427.0032085533685,224.54210691755637,259.4933665444463,248.59323111915324,mRNA,1848
secF,125.65104799450789,307.07503478033107,169.73826160922945,248.8697777901041,212.18369313917387,502.24378308356836,314.6736986040322,232.38776052363178,mRNA,972
tsx,69.00159245800094,1226.4075349007983,3057.3600911417,58.63933020054673,2972.8108126335874,1903.0783075620773,1175.7609478135976,876.6686983585673,mRNA,885
nrdR,633.2812818923198,90.44755569893387,73.32692901518712,72.54252623196668,87.67799215629168,13.560582143256346,167.3621319610591,104.27137776538609,mRNA,450
ribD,276.5688828139983,61.445350338949645,119.55477556823986,66.71971476184225,139.70431062452602,33.164467198181285,121.12221728548256,78.08492331394244,mRNA,1104
ribE,777.9160423609022,115.21981617698582,420.34545295330196,188.37598678560676,441.68994311507674,25.911940401126774,300.2206448801009,430.92452076052024,mRNA,471
nusB,872.3772760761547,678.356667742004,707.0811012178757,267.0521570077894,1242.5793368903026,203.4087321488452,512.3330570236503,423.4942170039352,mRNA,420
thiL,0.0,13.872324493701514,67.47876903238078,31.66674693939083,84.35278107618691,31.197658305037603,62.862951782042984,62.48249202662599,mRNA,978
pgpA,235.32335000127486,156.84547231028995,317.89131075948166,220.94989092439826,286.8079354560776,188.12368291222674,82.92095720613995,71.4859559891745,mRNA,519
yajO,125.26442938529402,97.40505998346724,67.68639601401887,121.90578372709193,60.70014841589423,25.034920879857868,52.021510405478345,57.07878639751009,mRNA,975
dxs,65.55706851887368,87.38894270428393,141.69454882161764,56.61066707065404,194.45492331544705,39.30603519784448,100.65158286132905,91.95936585308176,mRNA,1863
ispA,180.93750911209136,60.29837046595592,146.65385803037424,43.71152221669787,209.23157219115058,13.560582143256346,216.88766080667867,128.5205353852433,mRNA,900
thiI,70.2397162702218,56.17860602418253,45.54467640694852,39.85853089668498,79.21218941279879,21.05680457027383,114.55894442764854,124.25810581603861,mRNA,1449
yajL,172.21209623612756,0.0,279.16343533700683,162.87369224279902,160.83065012517739,92.92784717459932,93.62431498909346,64.62338959606622,mRNA,591
panE,200.87634646490406,29.752485427280874,36.181050500914694,108.29982408112434,47.1950914716881,13.382153430845076,74.15346877973887,63.414737854560855,mRNA,912
yajQ,248.23743628183266,110.3018971938218,402.40387874188053,716.238357027626,816.5134524532705,458.9099444821507,627.9203930594739,574.4388862996666,mRNA,492
cyoE,137.07387053946314,1187.6951758445862,1296.1830886522978,191.643037442647,1346.5697142460772,1109.5021753573371,117.3018447057516,113.89755851751123,mRNA,891
cyoD,185.04972522827524,534.4628291300637,1399.8777357444815,322.12939970139047,1027.1368089383757,147.9336233809783,228.2210890378079,148.8016490309421,mRNA,330
cyoC,99.29497451273306,397.0868298977585,697.5000564859262,137.46332362905505,556.9788193520524,218.29229791583384,97.46824011669446,106.459716379861,mRNA,615
cyoB,51.09304662427279,231.56753718100538,414.12045754058994,73.9543826275842,360.12318793657585,76.58461300784833,123.4537486803977,119.41979731465835,mRNA,1992
cyoA,150.30410171494933,386.4056968150656,522.1062983676298,136.85603171804814,338.62975969453845,25.747940778334833,150.78156425063128,172.66014128062903,mRNA,948
